キャンペーンのパフォーマンス
2021年1月1日 - 2026年6月15日
時間帯,曜日,キャンペーン,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,コンバージョン,コンバージョン率,コンバージョン単価
17,日曜日,02_一般／リースバック-部分一致｜再々構築 #3,61,487,12.53%,JPY,589,35910,1.00,1.64%,35910
17,月曜日,02_一般／リースバック-部分一致｜再々構築 #3,41,483,8.49%,JPY,555,22763,2.00,4.88%,11382
17,火曜日,02_一般／リースバック-部分一致｜再々構築 #3,98,898,10.91%,JPY,488,47794,3.00,3.06%,15931
17,水曜日,02_一般／リースバック-部分一致｜再々構築 #3,48,380,12.63%,JPY,519,24917,0.00,0.00%,0
17,木曜日,02_一般／リースバック-部分一致｜再々構築 #3,128,770,16.62%,JPY,477,61068,2.00,1.56%,30534
17,金曜日,02_一般／リースバック-部分一致｜再々構築 #3,30,405,7.41%,JPY,617,18501,0.00,0.00%,0
17,土曜日,02_一般／リースバック-部分一致｜再々構築 #3,110,839,13.11%,JPY,472,51909,0.00,0.00%,0
17,月曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,19,0.00%,JPY,0,0,0.00,0,0
17,火曜日,02_一般／リースバック-部分一致｜再々構築 #4,17,142,11.97%,JPY,393,6686,0.00,0.00%,0
17,水曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
17,木曜日,02_一般／リースバック-部分一致｜再々構築 #4,2,12,16.67%,JPY,2431,4862,0.00,0.00%,0
17,金曜日,02_一般／リースバック-部分一致｜再々構築 #4,12,131,9.16%,JPY,570,6843,0.00,0.00%,0
17,土曜日,02_一般／リースバック-部分一致｜再々構築 #4,5,58,8.62%,JPY,293,1463,0.00,0.00%,0
17,日曜日,02_一般／リースバック-部分一致｜再々構築 #5,233,"2,422",9.62%,JPY,770,179312,6.50,2.79%,27586
17,月曜日,02_一般／リースバック-部分一致｜再々構築 #5,261,"2,707",9.64%,JPY,869,226838,5.50,2.11%,41243
17,火曜日,02_一般／リースバック-部分一致｜再々構築 #5,308,"3,125",9.86%,JPY,721,222047,5.83,1.89%,38065
17,水曜日,02_一般／リースバック-部分一致｜再々構築 #5,392,"3,593",10.91%,JPY,689,270272,8.33,2.13%,32433
17,木曜日,02_一般／リースバック-部分一致｜再々構築 #5,212,"2,477",8.56%,JPY,841,178228,7.83,3.69%,22753
17,金曜日,02_一般／リースバック-部分一致｜再々構築 #5,214,"2,181",9.81%,JPY,615,131630,6.00,2.80%,21938
17,土曜日,02_一般／リースバック-部分一致｜再々構築 #5,228,"2,414",9.44%,JPY,801,182545,7.00,3.07%,26078
17,日曜日,02_一般／リースバック-完全一致,0,1,0.00%,JPY,0,0,0.00,0,0
17,月曜日,02_一般／リースバック-完全一致,0,10,0.00%,JPY,0,0,0.00,0,0
17,火曜日,02_一般／リースバック-完全一致,2,32,6.25%,JPY,1216,2433,0.00,0.00%,0
17,水曜日,02_一般／リースバック-完全一致,4,24,16.67%,JPY,529,2114,0.00,0.00%,0
17,木曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
17,金曜日,02_一般／リースバック-完全一致,3,29,10.34%,JPY,477,1431,0.00,0.00%,0
17,土曜日,02_一般／リースバック-完全一致,4,12,33.33%,JPY,1123,4490,0.00,0.00%,0
17,日曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
17,月曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
17,火曜日,L2_一般｜リースバック - LP06,2,64,3.13%,JPY,1590,3180,1.00,50.00%,3180
17,水曜日,L2_一般｜リースバック - LP06,6,77,7.79%,JPY,146,877,0.00,0.00%,0
17,木曜日,L2_一般｜リースバック - LP06,8,138,5.80%,JPY,153,1224,0.00,0.00%,0
17,金曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
17,土曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
17,日曜日,L2_一般｜リースバック - LP07,5,47,10.64%,JPY,135,674,1.00,20.00%,674
17,月曜日,L2_一般｜リースバック - LP07,0,0,0,JPY,0,0,0.00,0,0
17,火曜日,L2_一般｜リースバック - LP07,12,102,11.76%,JPY,684,8202,2.00,16.67%,4101
17,水曜日,L2_一般｜リースバック - LP07,0,0,0,JPY,0,0,0.00,0,0
17,木曜日,L2_一般｜リースバック - LP07,2,8,25.00%,JPY,706,1411,1.00,50.00%,1411
17,金曜日,L2_一般｜リースバック - LP07,0,0,0,JPY,0,0,0.00,0,0
17,土曜日,L2_一般｜リースバック - LP07,2,41,4.88%,JPY,315,629,0.00,0.00%,0
17,日曜日,L2_一般｜リースバック - new,1,21,4.76%,JPY,7785,7785,0.00,0.00%,0
17,木曜日,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0
17,金曜日,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0
17,土曜日,L2_一般｜リースバック - new,3,41,7.32%,JPY,953,2858,0.00,0.00%,0
17,金曜日,L2_一般｜リースバック - new 完全一致,0,0,0,JPY,0,0,0.00,0,0
17,土曜日,L2_一般｜リースバック - new 完全一致,1,10,10.00%,JPY,1711,1711,0.00,0.00%,0
17,火曜日,02_一般／リースバック-部分一致｜埼玉LP06,0,0,0,JPY,0,0,0.00,0,0
17,日曜日,02_一般／リースバック-部分一致｜福岡,3,5,60.00%,JPY,469,1407,0.00,0.00%,0
17,月曜日,02_一般／リースバック-部分一致｜福岡,0,4,0.00%,JPY,0,0,0.00,0,0
17,火曜日,02_一般／リースバック-部分一致｜福岡,5,11,45.45%,JPY,2761,13807,0.00,0.00%,0
17,水曜日,02_一般／リースバック-部分一致｜福岡,1,7,14.29%,JPY,418,418,0.00,0.00%,0
17,木曜日,02_一般／リースバック-部分一致｜福岡,3,28,10.71%,JPY,4821,14464,0.00,0.00%,0
17,土曜日,02_一般／リースバック-部分一致｜福岡,1,8,12.50%,JPY,179,179,0.00,0.00%,0
17,日曜日,02_一般／リースバック-部分一致｜リスタート,57,589,9.68%,JPY,1079,61480,2.00,3.51%,30740
17,月曜日,02_一般／リースバック-部分一致｜リスタート,51,557,9.16%,JPY,1654,84355,1.00,1.96%,84355
17,火曜日,02_一般／リースバック-部分一致｜リスタート,59,492,11.99%,JPY,1027,60565,2.00,3.39%,30283
17,水曜日,02_一般／リースバック-部分一致｜リスタート,33,362,9.12%,JPY,1239,40881,1.00,3.03%,40881
17,木曜日,02_一般／リースバック-部分一致｜リスタート,32,269,11.90%,JPY,1187,37985,0.00,0.00%,0
17,金曜日,02_一般／リースバック-部分一致｜リスタート,34,340,10.00%,JPY,1473,50076,1.00,2.94%,50076
17,土曜日,02_一般／リースバック-部分一致｜リスタート,52,394,13.20%,JPY,1439,74852,0.00,0.00%,0
17,日曜日,02_一般／リースバック-フレーズ以上,1,5,20.00%,JPY,2666,2666,0.00,0.00%,0
17,月曜日,02_一般／リースバック-フレーズ以上,0,5,0.00%,JPY,0,0,0.00,0,0
17,火曜日,02_一般／リースバック-フレーズ以上,0,3,0.00%,JPY,0,0,0.00,0,0
17,水曜日,02_一般／リースバック-フレーズ以上,1,3,33.33%,JPY,849,849,0.00,0.00%,0
17,木曜日,02_一般／リースバック-フレーズ以上,3,14,21.43%,JPY,1861,5583,0.00,0.00%,0
17,金曜日,02_一般／リースバック-フレーズ以上,1,17,5.88%,JPY,227,227,0.00,0.00%,0
17,土曜日,02_一般／リースバック-フレーズ以上,0,12,0.00%,JPY,0,0,0.00,0,0
17,日曜日,L2_リースバック｜最適化テスト,1,7,14.29%,JPY,366,366,0.00,0.00%,0
17,月曜日,L2_リースバック｜最適化テスト,0,0,0,JPY,0,0,0.00,0,0
17,火曜日,L2_リースバック｜最適化テスト,0,0,0,JPY,0,0,0.00,0,0
17,土曜日,L2_リースバック｜最適化テスト,0,0,0,JPY,0,0,0.00,0,0
17,日曜日,【CP】検索_リースバックコンサル,10,237,4.22%,JPY,1951,19506,0.00,0.00%,0
17,月曜日,【CP】検索_リースバックコンサル,19,380,5.00%,JPY,1487,28262,0.00,0.00%,0
17,火曜日,【CP】検索_リースバックコンサル,12,279,4.30%,JPY,4091,49096,0.00,0.00%,0
17,水曜日,【CP】検索_リースバックコンサル,29,490,5.92%,JPY,3232,93717,2.00,6.90%,46859
17,木曜日,【CP】検索_リースバックコンサル,31,475,6.53%,JPY,2283,70771,1.00,3.23%,70771
17,金曜日,【CP】検索_リースバックコンサル,14,261,5.36%,JPY,1753,24543,1.00,7.14%,24543
17,土曜日,【CP】検索_リースバックコンサル,12,225,5.33%,JPY,4138,49656,1.00,8.33%,49656
17,日曜日,【CP】P-MAX_リースバックコンサル,4,209,1.91%,JPY,30,122,0.00,0.00%,0
17,月曜日,【CP】P-MAX_リースバックコンサル,3,118,2.54%,JPY,55,166,0.00,0.00%,0
17,火曜日,【CP】P-MAX_リースバックコンサル,2,93,2.15%,JPY,195,390,1.00,33.33%,390
17,水曜日,【CP】P-MAX_リースバックコンサル,1,47,2.13%,JPY,88,88,0.00,0.00%,0
17,木曜日,【CP】P-MAX_リースバックコンサル,4,143,2.80%,JPY,294,1176,0.00,0.00%,0
17,金曜日,【CP】P-MAX_リースバックコンサル,3,28,10.71%,JPY,1299,3896,1.00,33.33%,3896
17,土曜日,【CP】P-MAX_リースバックコンサル,4,96,4.17%,JPY,94,377,0.00,0.00%,0
17,日曜日,【CP】リマーケティング_リースバックコンサル,41,"1,643",2.50%,JPY,18,751,0.00,0.00%,0
17,月曜日,【CP】リマーケティング_リースバックコンサル,7,922,0.76%,JPY,28,196,0.00,0.00%,0
17,火曜日,【CP】リマーケティング_リースバックコンサル,5,496,1.01%,JPY,12,62,0.00,0.00%,0
17,水曜日,【CP】リマーケティング_リースバックコンサル,4,85,4.71%,JPY,4,17,0.00,0.00%,0
17,木曜日,【CP】リマーケティング_リースバックコンサル,1,74,1.35%,JPY,20,20,0.00,0.00%,0
17,金曜日,【CP】リマーケティング_リースバックコンサル,19,"1,226",1.55%,JPY,15,290,0.00,0.00%,0
17,土曜日,【CP】リマーケティング_リースバックコンサル,19,"1,836",1.03%,JPY,12,234,0.00,0.00%,0
17,日曜日,NEW［不動産］リースバック,37,492,7.52%,JPY,2022,74815,1.00,2.70%,74815
17,月曜日,NEW［不動産］リースバック,22,466,4.72%,JPY,2598,57152,1.00,4.55%,57152
17,火曜日,NEW［不動産］リースバック,40,545,7.34%,JPY,1594,63768,1.00,2.50%,63768
17,水曜日,NEW［不動産］リースバック,35,574,6.10%,JPY,2037,71307,2.00,5.71%,35653
17,木曜日,NEW［不動産］リースバック,29,563,5.15%,JPY,2710,78582,1.00,3.45%,78582
17,金曜日,NEW［不動産］リースバック,32,478,6.69%,JPY,2651,84841,3.00,9.38%,28280
17,土曜日,NEW［不動産］リースバック,23,358,6.42%,JPY,2262,52030,5.00,21.74%,10406
17,日曜日,NEW［不動産］リースバック｜2026,3,23,13.04%,JPY,1865,5594,0.00,0.00%,0
17,月曜日,NEW［不動産］リースバック｜2026,3,40,7.50%,JPY,3255,9766,0.00,0.00%,0
17,火曜日,NEW［不動産］リースバック｜2026,7,48,14.58%,JPY,1659,11616,1.00,14.29%,11616
17,水曜日,NEW［不動産］リースバック｜2026,12,50,24.00%,JPY,3333,40001,0.00,0.00%,0
17,木曜日,NEW［不動産］リースバック｜2026,3,77,3.90%,JPY,725,2174,0.00,0.00%,0
17,金曜日,NEW［不動産］リースバック｜2026,6,126,4.76%,JPY,1680,10080,0.00,0.00%,0
17,土曜日,NEW［不動産］リースバック｜2026,1,95,1.05%,JPY,303,303,0.00,0.00%,0
17,日曜日,［不動産］リースバック｜強化,32,673,4.75%,JPY,630,20165,1.00,3.13%,20165
17,月曜日,［不動産］リースバック｜強化,48,929,5.17%,JPY,1394,66894,0.00,0.00%,0
17,火曜日,［不動産］リースバック｜強化,50,769,6.50%,JPY,1931,96549,0.50,1.00%,193098
17,水曜日,［不動産］リースバック｜強化,41,743,5.52%,JPY,1061,43492,2.50,6.10%,17397
17,木曜日,［不動産］リースバック｜強化,37,794,4.66%,JPY,1179,43615,1.00,2.70%,43615
17,金曜日,［不動産］リースバック｜強化,28,575,4.87%,JPY,1312,36722,0.00,0.00%,0
17,土曜日,［不動産］リースバック｜強化,31,623,4.98%,JPY,767,23781,0.00,0.00%,0
18,日曜日,01_指名,0,2,0.00%,JPY,0,0,0.00,0,0
18,月曜日,01_指名,1,12,8.33%,JPY,1347,1347,0.00,0.00%,0
18,火曜日,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0
18,水曜日,01_指名,0,0,0,JPY,0,0,0.00,0,0
18,木曜日,01_指名,1,4,25.00%,JPY,3625,3625,0.00,0.00%,0
18,金曜日,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0
18,土曜日,01_指名,1,11,9.09%,JPY,362,362,0.00,0.00%,0
18,日曜日,※終了※02_一般,5,59,8.47%,JPY,1561,7805,0.00,0.00%,0
18,月曜日,※終了※02_一般,79,"1,094",7.22%,JPY,752,59399,2.00,2.53%,29700
18,火曜日,※終了※02_一般,66,972,6.79%,JPY,901,59478,4.26,6.45%,13971
18,水曜日,※終了※02_一般,74,"1,040",7.12%,JPY,843,62416,7.56,10.21%,8261
18,木曜日,※終了※02_一般,74,"1,116",6.63%,JPY,796,58875,4.00,5.41%,14719
18,金曜日,※終了※02_一般,70,882,7.94%,JPY,705,49367,2.38,3.40%,20750
18,土曜日,※終了※02_一般,28,583,4.80%,JPY,1015,28428,2.00,7.14%,14214
18,日曜日,※終了※03_競合,0,0,0,JPY,0,0,0.00,0,0
18,月曜日,※終了※03_競合,0,8,0.00%,JPY,0,0,0.00,0,0
18,火曜日,※終了※03_競合,1,14,7.14%,JPY,434,434,0.00,0.00%,0
18,水曜日,※終了※03_競合,0,40,0.00%,JPY,0,0,0.00,0,0
18,木曜日,※終了※03_競合,4,43,9.30%,JPY,624,2495,0.00,0.00%,0
18,金曜日,※終了※03_競合,0,1,0.00%,JPY,0,0,0.00,0,0
18,土曜日,※終了※03_競合,0,10,0.00%,JPY,0,0,0.00,0,0
18,日曜日,02_一般／リースバック複合KW,0,0,0,JPY,0,0,0.00,0,0
18,月曜日,02_一般／リースバック複合KW,11,74,14.86%,JPY,735,8089,0.00,0.00%,0
18,火曜日,02_一般／リースバック複合KW,18,84,21.43%,JPY,844,15188,1.00,5.56%,15188
18,水曜日,02_一般／リースバック複合KW,6,40,15.00%,JPY,493,2955,0.00,0.00%,0
18,木曜日,02_一般／リースバック複合KW,12,55,21.82%,JPY,939,11264,2.00,16.67%,5632
18,金曜日,02_一般／リースバック複合KW,6,59,10.17%,JPY,992,5953,1.00,16.67%,5953
18,土曜日,02_一般／リースバック複合KW,11,85,12.94%,JPY,1143,12577,0.00,0.00%,0
18,日曜日,02_一般／リースバック単一KW,0,0,0,JPY,0,0,0.00,0,0
18,月曜日,02_一般／リースバック単一KW,9,187,4.81%,JPY,1250,11253,1.00,11.11%,11253
18,火曜日,02_一般／リースバック単一KW,25,208,12.02%,JPY,1204,30109,2.00,8.00%,15055
18,水曜日,02_一般／リースバック単一KW,18,170,10.59%,JPY,753,13562,0.40,2.24%,33575
18,木曜日,02_一般／リースバック単一KW,13,155,8.39%,JPY,709,9211,0.00,0.00%,0
18,金曜日,02_一般／リースバック単一KW,10,130,7.69%,JPY,890,8899,0.00,0.00%,0
18,土曜日,02_一般／リースバック単一KW,7,110,6.36%,JPY,694,4856,0.00,0.00%,0
18,日曜日,FIND／リースバック,0,0,0,JPY,0,0,0.00,0,0
18,月曜日,FIND／リースバック,1,58,1.72%,JPY,561,561,1.00,33.33%,561
18,火曜日,FIND／リースバック,0,9,0.00%,JPY,0,31,0.00,0.00%,0
18,水曜日,FIND／リースバック,38,"2,323",1.64%,JPY,19,704,0.00,0.00%,0
18,木曜日,FIND／リースバック,11,776,1.42%,JPY,12,134,0.00,0.00%,0
18,金曜日,FIND／リースバック,0,24,0.00%,JPY,0,48,0.00,0.00%,0
18,日曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
18,月曜日,02_一般｜リースバック＋比較,0,2,0.00%,JPY,0,0,0.00,0,0
18,火曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
18,水曜日,02_一般｜リースバック＋比較,0,1,0.00%,JPY,0,0,0.00,0,0
18,木曜日,02_一般｜リースバック＋比較,0,1,0.00%,JPY,0,0,0.00,0,0
18,金曜日,02_一般｜リースバック＋比較,1,9,11.11%,JPY,1461,1461,0.00,0.00%,0
18,土曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
18,日曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
18,月曜日,02_一般／リースバック,3,16,18.75%,JPY,2098,6293,0.00,0.00%,0
18,火曜日,02_一般／リースバック,6,17,35.29%,JPY,1142,6853,0.00,0.00%,0
18,水曜日,02_一般／リースバック,9,20,45.00%,JPY,758,6825,1.00,11.11%,6825
18,木曜日,02_一般／リースバック,8,28,28.57%,JPY,991,7931,0.00,0.00%,0
18,金曜日,02_一般／リースバック,5,9,55.56%,JPY,772,3859,2.00,40.00%,1930
18,土曜日,02_一般／リースバック,2,11,18.18%,JPY,371,741,0.00,0.00%,0
18,日曜日,02_一般／リースバック-部分一致,9,102,8.82%,JPY,260,2339,0.00,0.00%,0
18,月曜日,02_一般／リースバック-部分一致,17,144,11.81%,JPY,502,8534,1.00,5.88%,8534
18,火曜日,02_一般／リースバック-部分一致,15,181,8.29%,JPY,404,6054,0.00,0.00%,0
18,水曜日,02_一般／リースバック-部分一致,6,63,9.52%,JPY,336,2017,0.00,0.00%,0
18,木曜日,02_一般／リースバック-部分一致,23,208,11.06%,JPY,457,10510,0.00,0.00%,0
18,金曜日,02_一般／リースバック-部分一致,13,130,10.00%,JPY,511,6639,1.00,7.69%,6639
18,土曜日,02_一般／リースバック-部分一致,21,253,8.30%,JPY,432,9067,0.00,0.00%,0
18,日曜日,02_一般／リースバック-部分一致｜再構築,34,406,8.37%,JPY,383,13031,0.00,0.00%,0
18,月曜日,02_一般／リースバック-部分一致｜再構築,36,293,12.29%,JPY,445,16013,0.00,0.00%,0
18,火曜日,02_一般／リースバック-部分一致｜再構築,27,404,6.68%,JPY,432,11663,1.00,3.70%,11663
18,水曜日,02_一般／リースバック-部分一致｜再構築,39,298,13.09%,JPY,466,18182,2.00,5.13%,9091
18,木曜日,02_一般／リースバック-部分一致｜再構築,28,461,6.07%,JPY,288,8058,1.00,3.57%,8058
18,金曜日,02_一般／リースバック-部分一致｜再構築,36,416,8.65%,JPY,461,16605,0.00,0.00%,0
18,土曜日,02_一般／リースバック-部分一致｜再構築,37,531,6.97%,JPY,517,19133,1.00,2.70%,19133
18,日曜日,02_一般／地域,0,1,0.00%,JPY,0,0,0.00,0,0
18,月曜日,02_一般／地域,0,3,0.00%,JPY,0,0,0.00,0,0
18,火曜日,02_一般／地域,0,1,0.00%,JPY,0,0,0.00,0,0
18,水曜日,02_一般／地域,0,3,0.00%,JPY,0,0,0.00,0,0
18,木曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
18,金曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
18,土曜日,02_一般／地域,0,2,0.00%,JPY,0,0,0.00,0,0
18,日曜日,02_一般／リースバック-部分一致｜再々構築,35,519,6.74%,JPY,568,19881,0.00,0.00%,0
18,月曜日,02_一般／リースバック-部分一致｜再々構築,38,307,12.38%,JPY,393,14926,0.00,0.00%,0
18,火曜日,02_一般／リースバック-部分一致｜再々構築,19,236,8.05%,JPY,626,11900,1.00,5.26%,11900
18,水曜日,02_一般／リースバック-部分一致｜再々構築,16,168,9.52%,JPY,335,5352,0.00,0.00%,0
18,木曜日,02_一般／リースバック-部分一致｜再々構築,25,294,8.50%,JPY,475,11866,1.00,4.00%,11866
18,金曜日,02_一般／リースバック-部分一致｜再々構築,33,329,10.03%,JPY,425,14012,2.00,6.06%,7006
18,土曜日,02_一般／リースバック-部分一致｜再々構築,22,360,6.11%,JPY,539,11866,0.00,0.00%,0
18,日曜日,02_一般／リースバック-部分一致｜再々構築 #2,36,283,12.72%,JPY,613,22065,2.00,5.56%,11033
18,月曜日,02_一般／リースバック-部分一致｜再々構築 #2,51,477,10.69%,JPY,457,23326,0.00,0.00%,0
18,火曜日,02_一般／リースバック-部分一致｜再々構築 #2,34,507,6.71%,JPY,621,21112,1.00,2.94%,21112
18,水曜日,02_一般／リースバック-部分一致｜再々構築 #2,31,315,9.84%,JPY,618,19169,2.00,6.45%,9585
18,木曜日,02_一般／リースバック-部分一致｜再々構築 #2,32,523,6.12%,JPY,441,14099,1.00,3.13%,14099
18,金曜日,02_一般／リースバック-部分一致｜再々構築 #2,31,368,8.42%,JPY,520,16116,2.00,6.45%,8058
18,土曜日,02_一般／リースバック-部分一致｜再々構築 #2,33,289,11.42%,JPY,509,16807,0.00,0.00%,0
18,日曜日,02_一般／リースバック-部分一致｜再々構築 #3,36,352,10.23%,JPY,656,23633,2.00,5.56%,11817
18,月曜日,02_一般／リースバック-部分一致｜再々構築 #3,46,443,10.38%,JPY,876,40285,4.00,8.70%,10071
18,火曜日,02_一般／リースバック-部分一致｜再々構築 #3,36,439,8.20%,JPY,497,17897,0.00,0.00%,0
18,水曜日,02_一般／リースバック-部分一致｜再々構築 #3,46,455,10.11%,JPY,596,27425,1.00,2.17%,27425
18,木曜日,02_一般／リースバック-部分一致｜再々構築 #3,31,355,8.73%,JPY,687,21297,1.00,3.23%,21297
18,金曜日,02_一般／リースバック-部分一致｜再々構築 #3,35,325,10.77%,JPY,374,13094,0.00,0.00%,0
18,土曜日,02_一般／リースバック-部分一致｜再々構築 #3,30,288,10.42%,JPY,514,15409,0.00,0.00%,0
18,月曜日,02_一般／リースバック-部分一致｜再々構築 #4,4,35,11.43%,JPY,790,3160,0.00,0.00%,0
18,火曜日,02_一般／リースバック-部分一致｜再々構築 #4,10,117,8.55%,JPY,814,8138,1.00,10.00%,8138
18,水曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
18,木曜日,02_一般／リースバック-部分一致｜再々構築 #4,2,24,8.33%,JPY,254,508,0.00,0.00%,0
18,金曜日,02_一般／リースバック-部分一致｜再々構築 #4,5,89,5.62%,JPY,854,4272,0.00,0.00%,0
18,土曜日,02_一般／リースバック-部分一致｜再々構築 #4,2,51,3.92%,JPY,188,375,0.00,0.00%,0
18,日曜日,02_一般／リースバック-部分一致｜再々構築 #5,198,"2,109",9.39%,JPY,670,132577,4.00,2.02%,33144
18,月曜日,02_一般／リースバック-部分一致｜再々構築 #5,179,"2,285",7.83%,JPY,856,153288,4.00,2.23%,38322
18,火曜日,02_一般／リースバック-部分一致｜再々構築 #5,195,"2,053",9.50%,JPY,724,141124,6.00,3.08%,23521
18,水曜日,02_一般／リースバック-部分一致｜再々構築 #5,219,"2,260",9.69%,JPY,745,163078,5.00,2.28%,32616
18,木曜日,02_一般／リースバック-部分一致｜再々構築 #5,194,"2,186",8.87%,JPY,801,155438,5.00,2.58%,31088
18,金曜日,02_一般／リースバック-部分一致｜再々構築 #5,172,"2,029",8.48%,JPY,834,143448,5.00,2.91%,28690
18,土曜日,02_一般／リースバック-部分一致｜再々構築 #5,186,"1,743",10.67%,JPY,822,152973,6.00,3.23%,25495
18,日曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
18,月曜日,02_一般／リースバック-完全一致,2,11,18.18%,JPY,2330,4660,0.00,0.00%,0
18,火曜日,02_一般／リースバック-完全一致,0,12,0.00%,JPY,0,0,0.00,0,0
18,水曜日,02_一般／リースバック-完全一致,1,9,11.11%,JPY,31,31,0.00,0.00%,0
18,木曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
18,金曜日,02_一般／リースバック-完全一致,0,17,0.00%,JPY,0,0,0.00,0,0
18,土曜日,02_一般／リースバック-完全一致,8,15,53.33%,JPY,1501,12005,0.00,0.00%,0
18,日曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
18,月曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
18,火曜日,L2_一般｜リースバック - LP06,4,55,7.27%,JPY,978,3913,0.00,0.00%,0
18,水曜日,L2_一般｜リースバック - LP06,10,128,7.81%,JPY,164,1638,0.00,0.00%,0
18,木曜日,L2_一般｜リースバック - LP06,5,124,4.03%,JPY,119,596,0.00,0.00%,0
18,金曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
18,土曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
18,日曜日,L2_一般｜リースバック - LP07,6,78,7.69%,JPY,125,750,0.00,0.00%,0
18,月曜日,L2_一般｜リースバック - LP07,0,0,0,JPY,0,0,0.00,0,0
18,火曜日,L2_一般｜リースバック - LP07,8,51,15.69%,JPY,1245,9959,0.00,0.00%,0
18,水曜日,L2_一般｜リースバック - LP07,0,0,0,JPY,0,0,0.00,0,0
18,木曜日,L2_一般｜リースバック - LP07,0,0,0,JPY,0,0,0.00,0,0
18,金曜日,L2_一般｜リースバック - LP07,0,0,0,JPY,0,0,0.00,0,0
18,土曜日,L2_一般｜リースバック - LP07,5,32,15.63%,JPY,1088,5439,0.33,6.67%,16317
18,日曜日,L2_一般｜リースバック - new,0,16,0.00%,JPY,0,0,0.00,0,0
18,木曜日,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0
18,金曜日,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0
18,土曜日,L2_一般｜リースバック - new,2,27,7.41%,JPY,652,1304,0.00,0.00%,0
18,金曜日,L2_一般｜リースバック - new 完全一致,0,0,0,JPY,0,0,0.00,0,0
18,土曜日,L2_一般｜リースバック - new 完全一致,2,4,50.00%,JPY,485,969,0.00,0.00%,0
18,火曜日,02_一般／リースバック-部分一致｜埼玉LP06,0,0,0,JPY,0,0,0.00,0,0
18,日曜日,02_一般／リースバック-部分一致｜福岡,0,1,0.00%,JPY,0,0,0.00,0,0
18,月曜日,02_一般／リースバック-部分一致｜福岡,2,15,13.33%,JPY,4872,9743,0.00,0.00%,0
18,火曜日,02_一般／リースバック-部分一致｜福岡,4,19,21.05%,JPY,1115,4460,0.00,0.00%,0
18,水曜日,02_一般／リースバック-部分一致｜福岡,2,9,22.22%,JPY,3005,6010,0.00,0.00%,0
18,木曜日,02_一般／リースバック-部分一致｜福岡,2,13,15.38%,JPY,95,190,0.00,0.00%,0
18,金曜日,02_一般／リースバック-部分一致｜福岡,2,3,66.67%,JPY,616,1232,0.00,0.00%,0
18,土曜日,02_一般／リースバック-部分一致｜福岡,0,2,0.00%,JPY,0,0,0.00,0,0
18,日曜日,02_一般／リースバック-部分一致｜リスタート,37,376,9.84%,JPY,932,34470,1.00,2.70%,34470
18,月曜日,02_一般／リースバック-部分一致｜リスタート,71,658,10.79%,JPY,1027,72903,1.00,1.41%,72903
18,火曜日,02_一般／リースバック-部分一致｜リスタート,50,463,10.80%,JPY,960,47982,0.00,0.00%,0
18,水曜日,02_一般／リースバック-部分一致｜リスタート,34,293,11.60%,JPY,1526,51873,1.00,2.94%,51873
18,木曜日,02_一般／リースバック-部分一致｜リスタート,23,311,7.40%,JPY,1040,23912,2.00,8.70%,11956
18,金曜日,02_一般／リースバック-部分一致｜リスタート,25,236,10.59%,JPY,833,20826,1.00,4.00%,20826
18,土曜日,02_一般／リースバック-部分一致｜リスタート,29,303,9.57%,JPY,1599,46359,2.00,6.90%,23180
18,日曜日,02_一般／リースバック-フレーズ以上,2,6,33.33%,JPY,1071,2142,0.00,0.00%,0
